# Numero de nodos n =32+1
# [k],[x_k],[f(x_k)],[P_f(x_k)],[|f(x_k)-P_f(x_k)|] 
0 -0.989 0.03928806105 0.03939057625 0.0001025152068
1 -0.978 0.04014113624 0.04058456428 0.0004434280409
2 -0.967 0.04102189646 0.04068209263 0.0003398038367
3 -0.956 0.04193153419 0.0414073059 0.0005242282907
4 -0.945 0.0428713057 0.04287135826 5.255954153E-08
5 -0.934 0.04384253515 0.0443502321 0.000507696947
6 -0.923 0.04484661896 0.04537130239 0.0005246834334
7 -0.912 0.04588503047 0.0459969026 0.0001118721372
8 -0.901 0.04695932501 0.04658573222 0.0003735927835
9 -0.89 0.0480711453 0.04746557988 0.0006055654187
10 -0.879 0.04922222728 0.0487498888 0.000472338481
11 -0.868 0.05041440642 0.05033335852 8.10478999E-05
12 -0.857 0.05164962444 0.05199770681 0.00034808237
13 -0.846 0.05292993664 0.05353913057 0.0006091939282
14 -0.835 0.05425751975 0.05485555579 0.0005980360412
15 -0.824 0.05563468043 0.05597083666 0.0003361562268
16 -0.813 0.05706386445 0.05700497601 5.888843775E-05
17 -0.802 0.05854766658 0.05811547339 0.0004321931947
18 -0.791 0.06008884135 0.05943733889 0.0006515024589
19 -0.78 0.06169031462 0.06104175749 0.0006485571295
20 -0.769 0.06335519616 0.06292232871 0.0004328674463
21 -0.758 0.06508679324 0.06500733345 7.945979206E-05
22 -0.747 0.06688862542 0.0671893783 0.0003007528816
23 -0.736 0.06876444053 0.06936093969 0.0005964991585
24 -0.725 0.07071823204 0.07144517804 0.0007269459987
25 -0.714 0.07275425794 0.07341474691 0.0006604889634
26 -0.703 0.07487706123 0.07529572166 0.0004186604322
27 -0.692 0.07709149218 0.07715786634 6.637415988E-05
28 -0.681 0.07940273265 0.07909548117 0.0003072514702
29 -0.67 0.08181632236 0.08120452158 0.0006118007795
30 -0.659 0.0843381877 0.08356163156 0.0007765561427
31 -0.648 0.08697467298 0.08620948656 0.0007651864159
32 -0.637 0.08973257449 0.08915088892 0.0005816855732
33 -0.626 0.09261917773 0.09235192275 0.0002672549737
34 -0.615 0.09564229781 0.09575260712 0.0001103093121
35 -0.604 0.0988103237 0.09928219253 0.0004718688296
36 -0.593 0.1021322664 0.1028756763 0.0007434099241
37 -0.582 0.1056178114 0.1064882561 0.0008704446647
38 -0.571 0.109277376 0.1101051687 0.0008277926477
39 -0.56 0.1131221719 0.1137454594 0.0006232874607
40 -0.549 0.1171642731 0.1174594536 0.0002951804996
41 -0.538 0.1214166899 0.1213208373 9.585265204E-05
