# Numero de nodos n =32 
# [k],[x_k],[f(x_k)],[P_f(x_k)],[|f(x_k)-P_f(x_k)|] 
116 0.287 1 1.000008887 8.886631884E-06
117 0.298 1 1.000007224 7.223837509E-06
118 0.309 1 1.000002267 2.267198157E-06
119 0.32 1 0.9999945338 5.466155009E-06
120 0.331 1 0.9999859494 1.40505933E-05
121 0.342 1 0.9999792891 2.071085579E-05
122 0.353 1 0.9999779466 2.205337139E-05
123 0.364 1 0.9999845617 1.54383445E-05
124 0.375 1 0.9999999777 2.233656404E-08
125 0.386 1 1.000022459 2.245878845E-05
126 0.397 1 1.00004617 4.616994688E-05
127 0.408 1 1.000062319 6.231898674E-05
128 0.419 1 1.000061412 6.141236308E-05
129 0.43 1 1.000034735 3.47346351E-05
130 0.441 1 0.9999800403 1.995970663E-05
131 0.452 1 0.999904461 9.553898682E-05
132 0.463 1 0.9998286213 0.0001713787467
133 0.474 1 0.9997838906 0.0002161094383
134 0.485 1 0.9998063743 0.0001936257245
135 0.496 1 0.9999285088 7.149120762E-05
136 0.507 1 1.000158765 0.0001587648602
137 0.518 1 1.000465372 0.0004653721282
138 0.529 1 1.000761658 0.0007616577069
139 0.54 1 1.000904723 0.0009047232447
140 0.551 1 1.000718676 0.0007186761366
141 0.562 1 1.000044002 4.400163265E-05
142 0.573 1 0.9988278564 0.001172143578
143 0.584 1 0.997227615 0.002772385005
144 0.595 1 0.9957272341 0.004272765921
145 0.606 1 0.9951867974 0.004813202573
146 0.617 1 0.9967853462 0.003214653772
147 0.628 1 1.001742866 0.001742866427
148 0.639 1 1.010739656 0.01073965639
149 0.65 1 1.022956299 0.02295629922
150 0.661 1 1.034748148 0.03474814807
151 0.672 1 1.038065371 0.03806537113
152 0.683 1 1.01891746 0.01891746043
153 0.694 1 0.9563983748 0.04360162518
154 0.705 -1 0.8231760631 1.823176063
155 0.716 -1 0.5881725976 1.588172598
156 0.727 -1 0.222761909 1.222761909
157 0.738 -1 -0.2889708562 0.7110291438
158 0.749 -1 -0.9359412865 0.06405871349
159 0.76 -1 -1.663086753 0.6630867527
160 0.771 -1 -2.355496782 1.355496782
161 0.782 -1 -2.830731404 1.830731404
162 0.793 -1 -2.848664656 1.848664656
163 0.804 -1 -2.152427703 1.152427703
164 0.815 -1 -0.5533607109 0.4466392891
165 0.826 -1 1.931767727 2.931767727
166 0.837 -1 4.896584635 5.896584635
167 0.848 -1 7.346238514 8.346238514
168 0.859 -1 7.565269334 8.565269334
169 0.87 -1 3.195632605 4.195632605
170 0.881 -1 -8.244003935 7.244003935
171 0.892 -1 -28.09327217 27.09327217
172 0.903 -1 -54.21362249 53.21362249
173 0.914 -1 -77.40230674 76.40230674
174 0.925 -1 -76.89439858 75.89439858
175 0.936 -1 -16.54194509 15.54194509
176 0.947 -1 154.1355389 155.1355389
177 0.958 -1 484.8730323 485.8730323
178 0.969 -1 977.4238485 978.4238485
179 0.98 -1 1472.538357 1473.538357
180 0.991 -1 1411.567387 1412.567387

